manufacture_date,brand,model,origin,type,seats,gearbox,fuel,color,mileage_v2,condition
2023,Kia,Carnival,Việt Nam,SUV / Cross over,7.0,AT,petrol,black,0,new
2022,Mitsubishi,Xpander,Ấn Độ,Minivan (MPV),8.0,AT,petrol,black,37000,used
2018,Kia,Cerato,Việt Nam,Sedan,5.0,AT,petrol,white,57000,used
2011,Kia,Morning,Hàn Quốc,Hatchback,5.0,MT,petrol,silver,99000,used
2017,Toyota,Camry,Việt Nam,Sedan,5.0,AT,petrol,black,40000,used
2017,Chevrolet,Cruze,Việt Nam,Sedan,5.0,MT,petrol,brown,90000,used
2022,Hyundai,Accent,Hàn Quốc,Sedan,5.0,MT,petrol,white,0,new
2022,Hyundai,Elantra,Việt Nam,Sedan,5.0,AT,petrol,white,30000,used
2022,Vinfast,Lux SA2.0,Việt Nam,SUV / Cross over,7.0,AT,petrol,black,10000,used
2020,Kia,Morning,Việt Nam,Hatchback,5.0,MT,petrol,white,525,used
2014,Mitsubishi,Mirage,Thái Lan,Hatchback,5.0,MT,petrol,green,100000,used
2021,Toyota,Vios,Việt Nam,Sedan,5.0,MT,petrol,silver,14000,used
2017,Mercedes Benz,C Class,Việt Nam,Sedan,5.0,AT,petrol,white,100000,used
2020,Mercedes Benz,GLC,Đức,SUV / Cross over,5.0,AT,petrol,white,36000,used
2021,Mazda,CX 5,Việt Nam,SUV / Cross over,5.0,AT,petrol,white,54998,used
2014,Toyota,Fortuner,Việt Nam,SUV / Cross over,7.0,AT,petrol,silver,97000,used
2021,Mitsubishi,Xpander,Việt Nam,Minivan (MPV),7.0,AT,petrol,silver,22000,used
2019,Hyundai,Tucson,Việt Nam,SUV / Cross over,5.0,AT,oil,black,68000,used
2011,Chevrolet,Cruze,Việt Nam,Sedan,5.0,AT,petrol,silver,40000,used
2021,Hyundai,Tucson,Việt Nam,SUV / Cross over,5.0,AT,petrol,white,41000,used
2014,Toyota,Hilux,Thái Lan,Pick-up (bán tải),5.0,MT,oil,black,150000,used
2020,Vinfast,Fadil,Việt Nam,Hatchback,5.0,AT,petrol,white,80000,used
2009,Hyundai,Getz,Hàn Quốc,Hatchback,5.0,MT,petrol,silver,125000,used
2016,Mercedes Benz,C Class,Việt Nam,Sedan,5.0,AT,petrol,white,69000,used
2018,Kia,Cerato,Việt Nam,Sedan,5.0,MT,petrol,red,75000,used
2012,Toyota,Fortuner,Việt Nam,SUV / Cross over,7.0,AT,petrol,silver,136500,used
2023,Ford,Everest,Mỹ,SUV / Cross over,7.0,AT,oil,others,0,new
2022,Kia,K3,Việt Nam,Sedan,5.0,AT,petrol,black,0,new
2023,Ford,Ranger,Việt Nam,Pick-up (bán tải),5.0,AT,oil,black,6000,used
2020,Toyota,Land Cruiser Prado,Nhật Bản,SUV / Cross over,7.0,AT,petrol,black,63999,used
2016,Ford,Ranger,Thái Lan,Pick-up (bán tải),5.0,AT,oil,orange,123123,used
2019,Hyundai,Tucson,Việt Nam,SUV / Cross over,5.0,AT,petrol,white,67000,used
2010,Toyota,Innova,Nhật Bản,Minivan (MPV),8.0,MT,petrol,silver,89000,used
2021,Vinfast,Lux A2.0,Việt Nam,Sedan,4.0,AT,petrol,red,54000,used
2019,Vinfast,Lux SA2.0,Việt Nam,SUV / Cross over,7.0,AT,petrol,blue,71000,used
2017,Mercedes Benz,C Class,Việt Nam,Sedan,5.0,AT,petrol,blue,72000,used
2011,Kia,Morning,Hàn Quốc,Hatchback,5.0,MT,petrol,blue,300,used
2016,Ford,Ranger,Thái Lan,Pick-up (bán tải),5.0,MT,oil,silver,1,used
2008,Toyota,Camry,Mỹ,Sedan,4.0,AT,petrol,silver,110000,used
2023,Ford,Ranger,Mỹ,Pick-up (bán tải),4.0,AT,oil,black,0,new
2016,Ford,Ranger,Thái Lan,Pick-up (bán tải),5.0,MT,oil,white,10123,used
2007,Honda,CR V,Nhật Bản,SUV / Cross over,5.0,AT,petrol,black,96000,used
2018,Toyota,Fortuner,Nước khác,SUV / Cross over,7.0,MT,oil,brown,53000,used
2008,Ford,Everest,Mỹ,SUV / Cross over,7.0,MT,oil,blue,20000,used
2002,Mercedes Benz,E Class,Đức,Sedan,5.0,AT,petrol,black,139000,used
2018,Ford,Transit,Việt Nam,Minivan (MPV),16.0,MT,oil,brown,175878,used
2011,Chevrolet,Cruze,Việt Nam,Sedan,5.0,AT,petrol,silver,12345,used
2016,Kia,Morning,Hàn Quốc,Hatchback,2.0,AT,petrol,grey,3000,used
2022,Hyundai,Tucson,Việt Nam,SUV / Cross over,5.0,AT,petrol,white,19000,used
2019,Mitsubishi,Xpander,Nhật Bản,Minivan (MPV),7.0,AT,petrol,brown,91000,used
2021,Honda,Brio,Nước khác,Hatchback,4.0,AT,petrol,orange,6000,used
2020,Toyota,Vios,Việt Nam,Sedan,5.0,AT,petrol,gold,38000,used
2020,Toyota,Corolla Cross,Việt Nam,SUV / Cross over,5.0,AT,petrol,black,39000,used
2013,Toyota,Fortuner,Việt Nam,SUV / Cross over,7.0,AT,petrol,silver,96000,used
2016,Ford,Transit,Việt Nam,Minivan (MPV),10.0,MT,oil,black,150000,used
2013,Honda,CR V,Việt Nam,SUV / Cross over,5.0,AT,petrol,white,113000,used
2012,Kia,Carens,Việt Nam,Minivan (MPV),7.0,AT,petrol,white,101000,used
2008,Toyota,Innova,Việt Nam,Minivan (MPV),8.0,MT,petrol,silver,20470,used
2018,Honda,CR V,Việt Nam,SUV / Cross over,7.0,AT,petrol,red,60000,used
2009,Toyota,Innova,Việt Nam,Sedan,8.0,AT,petrol,silver,86000,used
2016,Mercedes Benz,C Class,Đức,Sedan,5.0,AT,petrol,red,59000,used
2018,Ford,Transit,Việt Nam,Minivan (MPV),16.0,MT,oil,silver,105000,used
2019,Ford,EcoSport,Việt Nam,SUV / Cross over,5.0,AT,petrol,red,30466,used
2014,Mercedes Benz,S Class,Đức,Sedan,5.0,AT,petrol,blue,52000,used
2015,Toyota,Fortuner,Việt Nam,SUV / Cross over,7.0,AT,petrol,white,83000,used
2023,Mitsubishi,Outlander,Việt Nam,SUV / Cross over,7.0,AT,petrol,red,0,new
2018,Mazda,2,Thái Lan,Hatchback,5.0,AT,petrol,white,16500,used
2015,Toyota,Camry,Việt Nam,Sedan,5.0,AT,petrol,gold,61000,used
2019,Toyota,Vios,Việt Nam,Sedan,5.0,MT,petrol,white,49000,used
2019,Hyundai,Grand i10,Việt Nam,Hatchback,5.0,MT,petrol,white,80000,used
2018,Toyota,Innova,Việt Nam,Minivan (MPV),8.0,MT,petrol,silver,100000,used
2022,Hyundai,Creta,Nước khác,SUV / Cross over,2.0,AT,petrol,white,44000,used
2005,Mitsubishi,Jolie,Việt Nam,SUV / Cross over,8.0,MT,petrol,black,180000,used
2009,Honda,Civic,Việt Nam,Sedan,5.0,AT,petrol,pink,97000,used
2011,Toyota,Fortuner,Việt Nam,SUV / Cross over,7.0,AT,petrol,silver,100000,used
2017,Toyota,Fortuner,Nước khác,SUV / Cross over,7.0,MT,oil,silver,115000,used
2023,Hyundai,Tucson,Việt Nam,SUV / Cross over,5.0,AT,petrol,red,7900,used
2018,Hyundai,Grand i10,Việt Nam,Sedan,5.0,MT,petrol,silver,80000,used
2019,Hyundai,Elantra,Việt Nam,Sedan,5.0,AT,petrol,white,50000,used
2021,Mitsubishi,Xpander,Nước khác,Minivan (MPV),7.0,AT,petrol,brown,20000,used
2009,Hyundai,Genesis,Hàn Quốc,Coupe (2 cửa),4.0,AT,petrol,blue,112000,used
2019,Honda,Brio,Ấn Độ,Hatchback,5.0,AT,petrol,red,137000,used
2008,Kia,Morning,Hàn Quốc,Hatchback,5.0,AT,petrol,silver,120000,used
2021,Hyundai,Accent,Việt Nam,Sedan,5.0,AT,petrol,black,23000,used
2018,Ford,EcoSport,Việt Nam,SUV / Cross over,5.0,AT,petrol,black,16000,used
2018,Mercedes Benz,GLC Class,Việt Nam,SUV / Cross over,5.0,AT,petrol,black,55000,used
2012,Hyundai,Avante,Việt Nam,Sedan,5.0,AT,petrol,white,14000,used
2023,Kia,K5,Hàn Quốc,Sedan,5.0,AT,petrol,grey,0,new
2017,Ford,Ranger,Thái Lan,Pick-up (bán tải),5.0,AT,oil,black,70000,used
2019,Ford,Ranger,Thái Lan,Pick-up (bán tải),5.0,MT,oil,blue,95000,used
2021,Toyota,Hilux,Thái Lan,Pick-up (bán tải),5.0,AT,oil,orange,42000,used
2015,Toyota,Innova,Nhật Bản,Minivan (MPV),8.0,MT,petrol,silver,130000,used
2018,Honda,CR V,Thái Lan,SUV / Cross over,7.0,AT,petrol,silver,100000,used
2022,Mazda,CX 3,Thái Lan,SUV / Cross over,5.0,AT,petrol,red,0,new
2020,Kia,Soluto,Việt Nam,Sedan,5.0,AT,petrol,white,50000,used
2015,Toyota,Fortuner,Việt Nam,SUV / Cross over,7.0,MT,oil,silver,160000,used
2013,Toyota,Hilux,Nhật Bản,Pick-up (bán tải),5.0,MT,oil,silver,180000,used
2010,Toyota,Fortuner,Nhật Bản,SUV / Cross over,7.0,MT,oil,silver,320,used
2022,Honda,City,Việt Nam,Sedan,5.0,AT,petrol,red,16000,used
2016,Ford,Ranger,Thái Lan,Pick-up (bán tải),5.0,AT,oil,silver,68000,used
2017,Hyundai,Grand i10,Việt Nam,Hatchback,5.0,MT,petrol,white,70000,used
2014,Toyota,Vios,Việt Nam,Sedan,5.0,AT,petrol,black,80000,used
2019,Hyundai,Accent,Việt Nam,Sedan,5.0,AT,petrol,red,35500,used
2013,Kia,Morning,Việt Nam,Hatchback,5.0,MT,petrol,blue,15000,used
2019,Hyundai,Grand i10,Hàn Quốc,Hatchback,5.0,MT,petrol,silver,12345,used
2016,Mercedes Benz,S Class,Đức,Sedan,5.0,AT,petrol,black,52000,used
2022,Mazda,CX 5,Việt Nam,SUV / Cross over,5.0,AT,petrol,white,15000,used
2009,Hyundai,i20,Ấn Độ,Hatchback,5.0,AT,petrol,silver,110000,used
2020,Vinfast,Fadil,Việt Nam,Hatchback,5.0,AT,petrol,grey,71000,used
2023,Mitsubishi,Xpander,Việt Nam,SUV / Cross over,7.0,MT,petrol,black,0,new
2017,Honda,Civic,Thái Lan,Sedan,5.0,AT,petrol,gold,66000,used
2020,Mercedes Benz,GLC,Việt Nam,SUV / Cross over,5.0,AT,petrol,black,48000,used
2008,Toyota,Vios,Việt Nam,Sedan,5.0,AT,petrol,gold,86258,used
2016,Mazda,6,Việt Nam,Sedan,5.0,AT,petrol,silver,65,used
2015,Hyundai,Grand i10,Ấn Độ,Hatchback,5.0,MT,petrol,blue,150498,used
2016,Toyota,Innova,Nhật Bản,Minivan (MPV),8.0,MT,petrol,brown,96000,used
2019,Ford,Ranger,Thái Lan,Pick-up (bán tải),5.0,AT,oil,gold,50000,used
2019,Toyota,Wigo,Nước khác,Hatchback,5.0,MT,petrol,red,52000,used
2023,Mitsubishi,Xpander,Nước khác,Minivan (MPV),7.0,MT,petrol,white,0,new
2018,Kia,Cerato,Việt Nam,Sedan,5.0,MT,petrol,white,8,used
2020,Mitsubishi,Triton,Thái Lan,Pick-up (bán tải),5.0,AT,oil,silver,70000,used
2019,Ford,Everest,Thái Lan,SUV / Cross over,7.0,AT,oil,black,56000,used
2021,Vinfast,Lux A2.0,Việt Nam,Sedan,5.0,AT,petrol,red,40000,used
2012,Toyota,Innova,Nước khác,Minivan (MPV),8.0,AT,petrol,grey,78000,used
2014,Ford,Ranger,Thái Lan,Pick-up (bán tải),5.0,AT,oil,blue,150,used
2006,Toyota,Innova,Việt Nam,Minivan (MPV),8.0,MT,petrol,silver,180,used
2009,Mitsubishi,Triton,Thái Lan,Pick-up (bán tải),5.0,AT,oil,silver,125000,used
2015,Ford,Ranger,Thái Lan,Pick-up (bán tải),5.0,MT,oil,grey,160000,used
2021,Mazda,2,Thái Lan,Sedan,5.0,AT,petrol,white,20000,used
2021,Kia,Carnival,Việt Nam,Minivan (MPV),7.0,AT,oil,gold,63000,used
2018,Toyota,Vios,Việt Nam,Sedan,5.0,AT,petrol,silver,89000,used
2014,Toyota,Innova,Việt Nam,Minivan (MPV),7.0,MT,petrol,silver,98000,used
2023,Kia,Sonet,Việt Nam,SUV / Cross over,5.0,AT,petrol,black,1300,used
2016,Kia,Morning,Việt Nam,Hatchback,5.0,MT,petrol,silver,80000,used
2019,Mercedes Benz,C Class,Việt Nam,Sedan,5.0,AT,petrol,black,36000,used
2015,Hyundai,Santa Fe,Việt Nam,SUV / Cross over,7.0,AT,petrol,brown,110000,used
2020,Kia,Sedona,Việt Nam,Minivan (MPV),7.0,AT,oil,black,23000,used
2022,Kia,K3,Việt Nam,Sedan,5.0,AT,petrol,white,20000,used
2014,Chevrolet,Captiva,Việt Nam,SUV / Cross over,7.0,AT,petrol,gold,57999,used
2017,Toyota,Yaris,Thái Lan,Hatchback,5.0,AT,petrol,white,37000,used
2017,Ford,Fiesta,Việt Nam,Hatchback,5.0,AT,petrol,grey,80000,used
2009,Kia,Carnival,Hàn Quốc,Minivan (MPV),7.0,AT,petrol,silver,102000,used
2014,Toyota,Vios,Việt Nam,Sedan,5.0,AT,petrol,silver,62000,used
2019,Mercedes Benz,E Class,Việt Nam,Sedan,5.0,AT,petrol,black,38000,used
2020,Mazda,CX 8,Việt Nam,SUV / Cross over,7.0,AT,petrol,red,46000,used
2018,Toyota,Vios,Việt Nam,Sedan,5.0,AT,petrol,silver,107000,used
2017,Toyota,Vios,Việt Nam,Sedan,5.0,AT,petrol,white,67000,used
2007,Honda,CR V,Nhật Bản,SUV / Cross over,8.0,AT,petrol,grey,64554,used
2018,Ford,Transit,Việt Nam,Minivan (MPV),16.0,MT,oil,silver,140000,used
2011,Toyota,Fortuner,Việt Nam,SUV / Cross over,7.0,AT,petrol,silver,14000,used
2017,Mazda,3,Việt Nam,Sedan,5.0,AT,petrol,white,46000,used
2022,Hyundai,Accent,Việt Nam,Sedan,5.0,AT,petrol,red,32000,used
2019,Ford,Ranger,Thái Lan,Pick-up (bán tải),5.0,AT,oil,brown,55000,used
2021,Honda,CR V,Việt Nam,SUV / Cross over,7.0,AT,petrol,white,29300,used
2015,Hyundai,Grand i10,Ấn Độ,Sedan,5.0,AT,petrol,red,80000,used
2020,Toyota,Vios,Việt Nam,Sedan,5.0,MT,petrol,red,65000,used
2016,Mazda,2,Việt Nam,Hatchback,5.0,AT,petrol,white,47000,used
2017,Toyota,Innova,Việt Nam,Minivan (MPV),7.0,MT,petrol,silver,118000,used
1995,Mazda,323,Việt Nam,Sedan,5.0,MT,petrol,white,23544,used
2022,Toyota,Veloz Cross,Nước khác,Minivan (MPV),7.0,AT,petrol,black,12800,used
2019,Kia,Morning,Việt Nam,Hatchback,5.0,MT,petrol,silver,50000,used
2009,Honda,Civic,Việt Nam,Sedan,5.0,AT,petrol,silver,14,used
2021,Mitsubishi,Outlander,Việt Nam,SUV / Cross over,7.0,AT,petrol,white,45000,used
2021,Vinfast,Lux A2.0,Việt Nam,Sedan,5.0,AT,petrol,white,22000,used
2008,Kia,Morning,Việt Nam,Hatchback,5.0,AT,petrol,silver,152000,used
2015,Hyundai,Grand i10,Ấn Độ,Hatchback,5.0,MT,petrol,blue,150000,used
2019,Toyota,Vios,Việt Nam,Sedan,5.0,AT,petrol,red,38000,used
2008,Honda,Civic,Việt Nam,Sedan,5.0,AT,petrol,silver,139000,used
2001,Toyota,Zace,Nhật Bản,SUV / Cross over,8.0,MT,petrol,blue,145000,used
2019,Toyota,Vios,Việt Nam,Sedan,5.0,AT,petrol,white,56000,used
2022,Ford,Everest,Thái Lan,SUV / Cross over,7.0,AMT,oil,orange,32000,used
2016,Mercedes Benz,CLA Class,Việt Nam,Sedan,5.0,AT,petrol,black,58000,used
2021,Mercedes Benz,C Class,Việt Nam,Sedan,5.0,AT,oil,black,26789,used
2014,Chevrolet,Spark,Hàn Quốc,Hatchback,2.0,AT,petrol,white,160000,used
2020,Mercedes Benz,S Class,Đức,Sedan,5.0,AT,petrol,white,30000,used
2023,Toyota,Yaris,Thái Lan,SUV / Cross over,5.0,AT,petrol,orange,0,new
2022,Honda,CR V,Hàn Quốc,SUV / Cross over,7.0,AT,petrol,black,9000,used
2016,Kia,Sorento,Việt Nam,SUV / Cross over,7.0,AT,petrol,brown,58000,used
2020,Toyota,Vios,Nhật Bản,Sedan,5.0,AT,petrol,gold,25197,used
2018,Mitsubishi,Outlander,Thái Lan,SUV / Cross over,7.0,AT,petrol,black,62000,used
2021,Toyota,Vios,Nhật Bản,Sedan,5.0,MT,petrol,white,30000,used
2013,Mitsubishi,Triton,Nhật Bản,Pick-up (bán tải),5.0,AT,oil,black,79000,used
2017,Toyota,Innova,Việt Nam,Minivan (MPV),8.0,MT,petrol,brown,110000,used
2017,Ford,Explorer,Mỹ,SUV / Cross over,7.0,AT,petrol,white,72000,used
2022,Kia,Seltos,Việt Nam,SUV / Cross over,2.0,AT,petrol,red,7500,used
2012,Hyundai,Accent,Hàn Quốc,Sedan,5.0,MT,petrol,red,70000,used
2022,Kia,Sonet,Việt Nam,SUV / Cross over,5.0,AT,petrol,red,8500,used
2016,Honda,City,Nhật Bản,Sedan,5.0,AMT,petrol,brown,60000,used
2019,Toyota,Corolla Altis,Việt Nam,Sedan,5.0,AT,petrol,silver,30000,used
2021,Kia,K3,Việt Nam,Sedan,5.0,AT,petrol,white,28700,used
2011,Kia,Cerato,Hàn Quốc,Sedan,5.0,AT,petrol,red,98950,used
2015,Mercedes Benz,CLA Class,Đức,Sedan,5.0,AT,petrol,black,80000,used
2023,Hyundai,Accent,Thái Lan,Sedan,5.0,AT,petrol,red,0,new
2010,Toyota,Camry,Việt Nam,Sedan,5.0,AT,petrol,others,120000,used
2021,Kia,Seltos,Việt Nam,SUV / Cross over,5.0,AT,petrol,white,8500,used
2021,Mitsubishi,Xpander,Việt Nam,Minivan (MPV),7.0,AT,petrol,white,49000,used
2017,Toyota,Land Cruiser Prado,Nhật Bản,SUV / Cross over,7.0,AT,petrol,white,65000,used
2016,Mazda,3,Việt Nam,Sedan,5.0,AT,petrol,blue,150,used
2008,Toyota,Innova,Việt Nam,Minivan (MPV),8.0,MT,petrol,silver,123,used
2019,Vinfast,Lux A2.0,Việt Nam,Sedan,5.0,AT,petrol,blue,78000,used
2018,Toyota,Fortuner,Nước khác,SUV / Cross over,7.0,MT,oil,white,177000,used
2020,Mazda,CX 5,Việt Nam,SUV / Cross over,5.0,AT,petrol,red,24000,used
2001,Toyota,Hiace,Nhật Bản,Van,6.0,MT,petrol,blue,120000,used
2002,Toyota,Camry,Việt Nam,Sedan,5.0,AT,petrol,pink,165000,used
2018,Mazda,3,Ấn Độ,Hatchback,5.0,AT,petrol,red,57000,used
2015,Toyota,Vios,Việt Nam,Sedan,5.0,AT,petrol,gold,80000,used
2017,Chevrolet,Orlando,Mỹ,Minivan (MPV),7.0,AT,petrol,brown,78000,used
2019,Kia,Sedona,Việt Nam,Minivan (MPV),5.0,AT,oil,white,109166,used
2009,Ford,Transit,Mỹ,Van,6.0,MT,oil,silver,150000,used
2014,Kia,Morning,Hàn Quốc,Hatchback,2.0,AT,petrol,white,60000,used
2019,Mitsubishi,Triton,Thái Lan,Pick-up (bán tải),5.0,AT,oil,silver,42345,used
2014,Ford,Ranger,Thái Lan,Pick-up (bán tải),5.0,AT,oil,red,100000,used
2022,Mazda,3,Việt Nam,Sedan,5.0,AT,petrol,white,21000,used
2016,Hyundai,Grand i10,Ấn Độ,Hatchback,5.0,MT,petrol,silver,120000,used
2018,Honda,Civic,Thái Lan,Sedan,5.0,AT,petrol,black,33000,used
2018,Hyundai,Grand i10,Việt Nam,Hatchback,5.0,AT,petrol,red,78000,used
2013,Mercedes Benz,C Class,Việt Nam,Sedan,5.0,AT,petrol,blue,10000,used
2016,Hyundai,Santa Fe,Việt Nam,SUV / Cross over,7.0,AT,petrol,white,65000,used
2016,Kia,Morning,Hàn Quốc,Hatchback,2.0,AT,petrol,white,60000,used
2004,Toyota,Camry,Việt Nam,Sedan,5.0,MT,petrol,black,9999,used
2019,Hyundai,Kona,Việt Nam,SUV / Cross over,5.0,AT,petrol,silver,41000,used
2017,Chevrolet,Aveo,Việt Nam,Sedan,5.0,MT,petrol,black,74999,used
2008,Chevrolet,Spark,Việt Nam,Hatchback,5.0,MT,petrol,gold,17000,used
2004,Mitsubishi,Jolie,Việt Nam,SUV / Cross over,7.0,MT,petrol,gold,12340,used
2018,Mazda,CX 5,Việt Nam,SUV / Cross over,5.0,AT,petrol,white,11000,used
2013,Chevrolet,Spark,Việt Nam,Van,2.0,MT,petrol,grey,55000,used
2015,Toyota,Camry,Việt Nam,Sedan,5.0,AT,petrol,black,70000,used
2017,Mercedes Benz,C Class,Việt Nam,Sedan,5.0,AT,petrol,blue,60000,used
2022,Mitsubishi,Xpander,Nước khác,Minivan (MPV),8.0,AT,petrol,silver,17000,used
2018,Toyota,Vios,Việt Nam,Sedan,5.0,MT,petrol,black,40000,used
2021,Vinfast,Lux A2.0,Việt Nam,Sedan,5.0,AT,petrol,blue,34000,used
2022,Honda,City,Việt Nam,Sedan,5.0,AT,petrol,white,6000,used
2023,Honda,City,Việt Nam,Sedan,5.0,AT,petrol,red,0,new
2018,Ford,Focus,Việt Nam,Hatchback,5.0,AT,petrol,white,51000,used
2007,Chevrolet,Captiva,Việt Nam,SUV / Cross over,7.0,MT,petrol,gold,88000,used
2013,Ford,Fiesta,Nước khác,Hatchback,5.0,AT,petrol,white,80000,used
1993,Toyota,Corolla,Nhật Bản,Sedan,5.0,MT,petrol,grey,195000,used
2021,Honda,HR-V,Thái Lan,SUV / Cross over,5.0,AT,petrol,red,53000,used
2015,Ford,EcoSport,Việt Nam,SUV / Cross over,5.0,AT,petrol,red,23000,used
2020,Vinfast,Lux A2.0,Việt Nam,Sedan,5.0,AT,petrol,black,30000,used
2022,Mazda,3,Nhật Bản,Sedan,5.0,AT,petrol,grey,17000,used
2020,Ford,Everest,Thái Lan,SUV / Cross over,7.0,AT,oil,black,76000,used
2019,Vinfast,Lux SA2.0,Việt Nam,SUV / Cross over,7.0,AT,petrol,red,40000,used
2018,Ford,EcoSport,Việt Nam,SUV / Cross over,5.0,AT,petrol,brown,33000,used
2020,Ford,Ranger,Thái Lan,Pick-up (bán tải),5.0,AT,oil,white,64000,used
2010,Mercedes Benz,E Class,Việt Nam,Sedan,5.0,AT,petrol,black,91868,used
2008,Kia,Morning,Việt Nam,Hatchback,5.0,AT,petrol,orange,96000,used
2021,Vinfast,Lux A2.0,Việt Nam,Sedan,5.0,AT,petrol,white,33000,used
2021,Toyota,Vios,Nhật Bản,Sedan,5.0,MT,petrol,white,74000,used
2014,Honda,CR V,Việt Nam,SUV / Cross over,5.0,AT,petrol,brown,95000,used
2014,Toyota,Corolla Altis,Việt Nam,Sedan,5.0,AT,petrol,silver,107370,used
2016,Toyota,Corolla Altis,Việt Nam,Sedan,5.0,AT,petrol,silver,82000,used
2013,Honda,City,Nhật Bản,Sedan,5.0,AT,petrol,blue,120000,used
2015,Kia,Rio,Hàn Quốc,Hatchback,5.0,AT,petrol,red,58632,used
2019,Toyota,Innova,Việt Nam,Minivan (MPV),8.0,MT,petrol,white,152000,used
2019,Mercedes Benz,C Class,Đức,Sedan,5.0,AT,petrol,white,80000,used
2021,Kia,K3,Việt Nam,Sedan,5.0,AT,petrol,red,30000,used
2015,Mitsubishi,Mirage,Thái Lan,Hatchback,5.0,MT,petrol,grey,190000,used
2021,Kia,Cerato,Việt Nam,Sedan,5.0,AT,petrol,red,26000,used
2015,Ford,Transit,Việt Nam,Van,16.0,MT,oil,silver,25000,used
2010,Toyota,Innova,Việt Nam,Minivan (MPV),8.0,MT,petrol,silver,161999,used
2023,Hyundai,Creta,Việt Nam,SUV / Cross over,5.0,AT,petrol,black,0,new
2022,Toyota,Corolla Cross,Thái Lan,SUV / Cross over,5.0,AT,petrol,red,0,new
2017,Hyundai,Grand i10,Ấn Độ,Sedan,5.0,MT,petrol,white,95000,used
2017,Honda,Civic,Thái Lan,Sedan,5.0,AT,petrol,white,64000,used
2018,Mazda,3,Việt Nam,Sedan,5.0,AT,petrol,blue,39000,used
2009,Toyota,Fortuner,Việt Nam,SUV / Cross over,7.0,AT,petrol,silver,165000,used
2020,Hyundai,Accent,Việt Nam,Sedan,5.0,AT,petrol,silver,32000,used
2007,Honda,Civic,Việt Nam,Sedan,5.0,MT,petrol,grey,206,used
2008,Honda,Civic,Việt Nam,Sedan,4.0,AT,petrol,black,168000,used
2015,Chevrolet,Spark,Việt Nam,Hatchback,2.0,MT,petrol,blue,120000,used
2019,Mitsubishi,Xpander,Nước khác,Minivan (MPV),7.0,AT,petrol,white,44000,used
2018,Hyundai,Grand i10,Việt Nam,Sedan,5.0,MT,petrol,white,200000,used
2014,Ford,Fiesta,Việt Nam,Sedan,5.0,AT,petrol,red,87809,used
2018,Ford,Ranger,Thái Lan,Pick-up (bán tải),5.0,MT,oil,black,42000,used
2019,Mazda,3,Việt Nam,Hatchback,5.0,AT,petrol,white,41999,used
2022,Hyundai,Accent,Việt Nam,Sedan,5.0,AT,petrol,black,2000,used
2021,Ford,Ranger,Thái Lan,Pick-up (bán tải),5.0,AT,oil,orange,32000,used
2019,Toyota,Wigo,Nước khác,Hatchback,5.0,MT,petrol,silver,89000,used
1980,Toyota,Hiace,Nhật Bản,Van,6.0,MT,petrol,green,123456,used
2021,Vinfast,Lux A2.0,Việt Nam,Sedan,5.0,AT,petrol,black,62000,used
2018,Honda,City,Việt Nam,Sedan,5.0,AT,petrol,blue,55000,used
2006,Kia,Morning,Hàn Quốc,Hatchback,5.0,MT,petrol,red,95,used
2022,Honda,CR V,Việt Nam,SUV / Cross over,5.0,AT,petrol,blue,35000,used
2019,Toyota,Innova,Việt Nam,Minivan (MPV),8.0,MT,petrol,grey,120000,used
2022,Honda,City,Việt Nam,Sedan,5.0,AT,petrol,black,23000,used
2018,Mazda,3,Việt Nam,Sedan,5.0,AT,petrol,white,59000,used
2022,Kia,K3,Việt Nam,Sedan,2.0,AT,petrol,black,30000,used
2021,Vinfast,Fadil,Việt Nam,Hatchback,5.0,AT,petrol,grey,40000,used
2015,Ford,Ranger,Thái Lan,Pick-up (bán tải),5.0,MT,oil,black,10000,used
2018,Ford,Ranger,Thái Lan,Pick-up (bán tải),5.0,AT,oil,white,58000,used
2018,Kia,Cerato,Việt Nam,Sedan,5.0,AT,petrol,white,68000,used
2020,Hyundai,Accent,Việt Nam,Sedan,5.0,MT,petrol,white,19150,used
2013,Ford,Everest,Mỹ,SUV / Cross over,7.0,MT,oil,silver,110,used
2013,Ford,Focus,Mỹ,Hatchback,5.0,AT,petrol,silver,63000,used
2021,Mitsubishi,Attrage,Thái Lan,Sedan,5.0,AT,petrol,brown,27000,used
2019,Toyota,Wigo,Nước khác,Hatchback,5.0,AT,petrol,black,33000,used
2013,Ford,Ranger,Việt Nam,Pick-up (bán tải),5.0,MT,oil,red,18,used
2022,Vinfast,Fadil,Việt Nam,Hatchback,5.0,AT,petrol,white,27000,used
2011,Kia,Cerato,Hàn Quốc,Sedan,5.0,MT,petrol,gold,132000,used
2022,Toyota,Avanza,Nước khác,SUV / Cross over,7.0,MT,petrol,black,26000,used
2020,Kia,Soluto,Việt Nam,Sedan,5.0,MT,petrol,white,38000,used
2022,Mercedes Benz,GLC,Việt Nam,SUV / Cross over,2.0,AT,petrol,black,7000,used
2017,Ford,Fiesta,Mỹ,Hatchback,5.0,AT,petrol,grey,100000,used
2020,Toyota,Vios,Việt Nam,Sedan,5.0,AT,petrol,brown,39000,used
2017,Ford,Ranger,Thái Lan,Pick-up (bán tải),5.0,AT,oil,silver,93769,used
2007,Honda,Civic,Nhật Bản,Sedan,5.0,AT,petrol,silver,76000,used
